label,ch0_norm,ch1_norm,ch2_norm,ch3_norm,ch4_norm
F,0.2441,0.0976,0.0563,0.1873,0.2160
F,0.2019,0.1138,0.0665,0.1873,0.1672
F,0.2629,0.1382,0.0972,0.1905,0.1812
F,0.2723,0.0569,0.0588,0.1619,0.1777
F,0.2629,0.0772,0.0716,0.1270,0.1916
F,0.2347,0.1423,0.0742,0.1746,0.2125
F,0.2817,0.1098,0.0639,0.1651,0.1812
F,0.2535,0.0691,0.0409,0.1270,0.2160
F,0.2347,0.1748,0.0614,0.1619,0.2230
F,0.2160,0.0691,0.1023,0.1587,0.2125
F,0.2770,0.1707,0.0614,0.1111,0.1951
F,0.2676,0.0854,0.0639,0.1429,0.2056
F,0.1737,0.1220,0.0767,0.1556,0.2056
F,0.2770,0.1057,0.1125,0.1810,0.2160
F,0.2676,0.0976,0.0639,0.1651,0.1847
F,0.1925,0.0691,0.0742,0.1270,0.1568
F,0.2629,0.1138,0.0563,0.1810,0.1638
F,0.2019,0.1098,0.0742,0.1746,0.1812
F,0.2066,0.1748,0.0614,0.1206,0.1847
F,0.2254,0.1626,0.0946,0.1619,0.1916
F,0.2019,0.1341,0.0946,0.1746,0.2195
F,0.2019,0.1545,0.0588,0.1429,0.1916
F,0.2300,0.1220,0.0870,0.1714,0.2021
F,0.2113,0.1220,0.0818,0.1619,0.2265
F,0.2019,0.0854,0.0870,0.1429,0.1847
F,0.2254,0.1301,0.0691,0.1683,0.1777
F,0.2535,0.0976,0.0614,0.1365,0.1951
F,0.2488,0.1098,0.1074,0.1873,0.2021
F,0.2488,0.1301,0.0512,0.1556,0.2091
F,0.4131,1.0000,0.2302,0.5492,0.6063
F,0.3568,1.0000,0.2455,0.5651,0.5679
F,0.3709,1.0000,0.2097,0.5841,0.5958
F,0.4272,1.0000,0.2251,0.5175,0.6098
F,0.3756,1.0000,0.2302,0.5302,0.6098
F,0.3662,1.0000,0.2558,0.5238,0.5714
F,0.4131,1.0000,0.2353,0.5111,0.5679
F,0.4178,1.0000,0.2455,0.5270,0.5854
F,0.3756,1.0000,0.2225,0.5238,0.5540
F,0.2770,1.0000,0.2225,0.4984,0.5436
F,0.3850,1.0000,0.1841,0.4857,0.5819
F,0.3615,1.0000,0.2097,0.4825,0.5610
F,0.3944,1.0000,0.1969,0.5333,0.5540
F,0.3192,1.0000,0.2148,0.5111,0.5575
F,0.3521,1.0000,0.1995,0.4825,0.5261
F,0.3709,1.0000,0.2558,0.4857,0.5749
F,0.3662,1.0000,0.2353,0.4921,0.5436
F,0.4131,1.0000,0.2379,0.4952,0.5679
F,0.3756,1.0000,0.1790,0.4857,0.5540
F,0.3709,1.0000,0.1995,0.4825,0.5436
F,0.3005,1.0000,0.2225,0.5238,0.5470
F,0.4038,1.0000,0.2199,0.4921,0.5296
F,0.3756,1.0000,0.1944,0.4984,0.6063
F,0.3991,1.0000,0.2097,0.5238,0.5470
F,0.3333,1.0000,0.1944,0.4825,0.5540
F,0.3474,1.0000,0.1893,0.4857,0.5610
F,0.3662,1.0000,0.1867,0.4825,0.5470
F,0.3521,1.0000,0.2148,0.4825,0.5540
F,0.3380,1.0000,0.1867,0.4825,0.5401
F,0.3709,1.0000,0.2251,0.4825,0.5261
F,0.3615,1.0000,0.1816,0.4603,0.5540
F,0.3803,1.0000,0.2046,0.4444,0.5087
F,0.3427,1.0000,0.1765,0.4825,0.5714
F,0.3803,1.0000,0.1944,0.4603,0.5436
F,0.3897,1.0000,0.1841,0.4825,0.5261
F,0.3615,1.0000,0.1637,0.4667,0.5436
F,0.4178,1.0000,0.1714,0.4825,0.5401
F,0.3568,1.0000,0.1458,0.4667,0.5575
F,0.3803,1.0000,0.1918,0.4730,0.5401
F,0.3568,1.0000,0.1432,0.4794,0.5540
F,0.3521,1.0000,0.1560,0.4825,0.5052
F,0.3944,1.0000,0.1637,0.4794,0.5017
F,0.3568,1.0000,0.2174,0.4857,0.5017
F,0.2911,1.0000,0.1765,0.4952,0.5157
F,0.3192,1.0000,0.1918,0.4825,0.5331
F,0.3192,1.0000,0.1535,0.4825,0.5470
F,0.3380,1.0000,0.2097,0.4730,0.5540
F,0.3005,1.0000,0.1867,0.4730,0.4808
F,0.3568,1.0000,0.2148,0.4762,0.4983
F,0.3474,1.0000,0.1995,0.4508,0.5052
F,0.3192,1.0000,0.2046,0.4603,0.4948
F,0.2770,1.0000,0.1790,0.4794,0.5157
F,0.3005,1.0000,0.2148,0.4667,0.5122
F,0.3192,1.0000,0.1739,0.4762,0.4948
F,0.3615,1.0000,0.1637,0.4286,0.4948
F,0.3380,1.0000,0.1944,0.4667,0.4948
F,0.3427,1.0000,0.1407,0.4667,0.4843
F,0.3427,1.0000,0.1816,0.4603,0.4948
F,0.3005,1.0000,0.1918,0.4476,0.4739
F,0.3192,1.0000,0.1765,0.4413,0.4843
F,0.3474,1.0000,0.1330,0.4349,0.4564
F,0.2723,1.0000,0.1483,0.4603,0.4983
F,0.3286,1.0000,0.1432,0.4095,0.4878
F,0.3192,1.0000,0.1407,0.4381,0.4948
F,0.3192,1.0000,0.1560,0.4349,0.5122
F,0.3005,1.0000,0.1688,0.4286,0.4913
F,0.3192,1.0000,0.1918,0.4413,0.4983
F,0.2770,1.0000,0.1637,0.4254,0.4843
F,0.3286,1.0000,0.1765,0.4476,0.4948
F,0.2864,1.0000,0.1816,0.4127,0.4564
F,0.3005,1.0000,0.1407,0.4413,0.4774
F,0.3005,1.0000,0.1407,0.4413,0.4321
F,0.3192,1.0000,0.1586,0.4413,0.4983
F,0.3521,1.0000,0.1535,0.4476,0.4774
F,0.2723,1.0000,0.1509,0.4413,0.4774
F,0.3005,1.0000,0.1662,0.4603,0.4739
F,0.2441,1.0000,0.1253,0.4317,0.4843
F,0.2582,1.0000,0.2046,0.4476,0.4948
F,0.3192,1.0000,0.1509,0.4222,0.4634
F,0.2488,1.0000,0.1483,0.3968,0.4599
F,0.2488,1.0000,0.1407,0.3873,0.4460
F,0.2488,1.0000,0.1304,0.3841,0.4739
F,0.3192,1.0000,0.1432,0.3905,0.4495
F,0.2676,1.0000,0.1074,0.3873,0.4564
F,0.2817,1.0000,0.1407,0.4222,0.4460
F,0.2629,1.0000,0.1330,0.3873,0.4146
F,0.2535,1.0000,0.1483,0.3810,0.4495
F,0.3146,1.0000,0.1637,0.4000,0.4390
F,0.2629,1.0000,0.1355,0.3905,0.4634
F,0.2488,1.0000,0.1330,0.4127,0.4390
F,0.2770,1.0000,0.1407,0.3937,0.4355
F,0.2629,1.0000,0.1049,0.4222,0.4564
F,0.3005,1.0000,0.0742,0.3905,0.4390
F,0.2817,1.0000,0.1662,0.3841,0.4530
F,0.2770,1.0000,0.1790,0.4222,0.4495
F,0.2911,1.0000,0.1253,0.4095,0.4495
F,0.2723,1.0000,0.1714,0.3619,0.4599
F,0.2723,1.0000,0.1381,0.3968,0.4774
F,0.2911,1.0000,0.1483,0.4222,0.4564
F,0.2676,1.0000,0.1432,0.4286,0.4321
F,0.2817,1.0000,0.1125,0.3778,0.4390
F,0.3239,1.0000,0.0870,0.3778,0.4774
F,0.2723,1.0000,0.1279,0.3651,0.4390
F,0.2958,1.0000,0.1790,0.3810,0.4390
F,0.2582,1.0000,0.1637,0.3937,0.4704
F,0.2629,1.0000,0.1535,0.3810,0.4181
F,0.2770,1.0000,0.1458,0.3968,0.4564
F,0.2347,1.0000,0.1407,0.4349,0.4460
F,0.2535,1.0000,0.1765,0.4254,0.4460
F,0.2254,1.0000,0.1253,0.4063,0.4146
F,0.2770,1.0000,0.1023,0.3810,0.4460
F,0.2629,1.0000,0.1407,0.4159,0.4495
F,0.3052,1.0000,0.1816,0.4159,0.4704
F,0.2864,1.0000,0.1407,0.4095,0.4425
F,0.2770,1.0000,0.1662,0.4095,0.4390
F,0.2676,1.0000,0.1432,0.3778,0.4704
F,0.2770,1.0000,0.1535,0.4095,0.4460
F,0.2300,1.0000,0.1355,0.4032,0.4390
F,0.2347,1.0000,0.1535,0.3810,0.4321
F,0.2770,1.0000,0.1432,0.4190,0.4355
F,0.2817,1.0000,0.1330,0.4222,0.4216
F,0.2817,1.0000,0.1355,0.3778,0.4042
F,0.2770,1.0000,0.1125,0.3810,0.4181
F,0.2770,1.0000,0.1228,0.3810,0.4216
F,0.1878,1.0000,0.1407,0.3619,0.4286
F,0.3239,1.0000,0.0997,0.3778,0.3902
F,0.2770,1.0000,0.1381,0.3810,0.4425
F,0.2817,1.0000,0.1304,0.3873,0.4425
F,0.2347,1.0000,0.1381,0.3460,0.4460
F,0.2817,1.0000,0.1355,0.3810,0.4808
F,0.2535,1.0000,0.1330,0.3968,0.4216
F,0.2535,1.0000,0.1432,0.3841,0.4390
F,0.2770,1.0000,0.1739,0.3746,0.4564
F,0.2347,1.0000,0.1355,0.3905,0.4390
F,0.2770,1.0000,0.1355,0.3746,0.4564
F,0.2817,1.0000,0.1176,0.3746,0.4251
F,0.2817,1.0000,0.1228,0.3714,0.4007
F,0.2488,1.0000,0.1432,0.3778,0.4181
F,0.2629,1.0000,0.1483,0.3587,0.4042
F,0.2770,1.0000,0.1355,0.3397,0.4425
F,0.3099,1.0000,0.1330,0.3587,0.4251
F,0.2770,1.0000,0.1074,0.3302,0.4286
F,0.2676,1.0000,0.1253,0.3714,0.4216
F,0.2347,1.0000,0.1049,0.3810,0.4286
F,0.2817,1.0000,0.1049,0.3746,0.4286
F,0.2723,1.0000,0.1176,0.3397,0.4007
F,0.2488,1.0000,0.1228,0.3714,0.4390
F,0.2066,1.0000,0.1637,0.3587,0.4216
F,0.2300,1.0000,0.0972,0.3460,0.4181
F,0.2441,1.0000,0.1407,0.3619,0.3902
F,0.0000,1.0000,0.2072,0.2825,0.2648
F,0.0000,1.0000,0.2225,0.3079,0.3206
F,0.0000,1.0000,0.2148,0.3079,0.3031
F,0.0000,1.0000,0.1969,0.2667,0.2857
F,0.0000,1.0000,0.1893,0.3143,0.2753
F,0.0000,1.0000,0.2225,0.2794,0.2718
F,0.0000,1.0000,0.2353,0.3302,0.3240
F,0.0000,1.0000,0.2046,0.2984,0.2927
F,0.0000,1.0000,0.2276,0.2794,0.2613
F,0.0000,1.0000,0.2225,0.2825,0.2962
F,0.0000,1.0000,0.2225,0.2952,0.3171
F,0.0000,1.0000,0.2174,0.2952,0.3310
F,0.0000,1.0000,0.2225,0.3048,0.2718
F,0.0000,1.0000,0.2072,0.2921,0.2718
F,0.0000,1.0000,0.1816,0.2508,0.2648
F,0.0000,1.0000,0.2097,0.3111,0.2718
F,0.0000,1.0000,0.2225,0.3206,0.2857
F,0.0000,1.0000,0.2123,0.2857,0.2822
F,0.0000,1.0000,0.2225,0.2952,0.2509
F,0.0000,1.0000,0.2097,0.2889,0.3066
F,0.0000,1.0000,0.2097,0.3111,0.2753
F,0.0000,1.0000,0.2072,0.2889,0.2718
F,0.0000,1.0000,0.2199,0.2825,0.3031
F,0.0000,1.0000,0.2225,0.2794,0.3101
F,0.0000,1.0000,0.1816,0.2762,0.2718
F,0.0000,1.0000,0.1816,0.2857,0.2718
F,0.0000,1.0000,0.2123,0.2794,0.2857
F,0.0000,1.0000,0.2199,0.2794,0.2822
F,0.0000,1.0000,0.2225,0.2794,0.2892
F,0.0000,1.0000,0.2199,0.3016,0.2683
F,0.0000,1.0000,0.2174,0.3111,0.2509
F,0.0000,1.0000,0.2097,0.2762,0.2578
F,0.0000,1.0000,0.1995,0.2635,0.2718
F,0.0000,1.0000,0.1867,0.2508,0.2613
F,0.0000,1.0000,0.1816,0.2794,0.2718
F,0.0000,1.0000,0.1918,0.2794,0.2509
F,0.0000,1.0000,0.1662,0.2794,0.2544
F,0.0000,1.0000,0.2072,0.2317,0.2056
F,0.0000,1.0000,0.1893,0.2635,0.2753
F,0.0000,1.0000,0.1662,0.2571,0.2718
F,0.0000,1.0000,0.1586,0.2794,0.2544
F,0.0000,1.0000,0.1816,0.2698,0.2718
F,0.0000,1.0000,0.1535,0.2063,0.2648
F,0.0000,1.0000,0.1918,0.2635,0.2369
F,0.0000,1.0000,0.1790,0.2635,0.2613
F,0.0000,1.0000,0.1662,0.2381,0.2509
F,0.0000,1.0000,0.1714,0.2508,0.2718
F,0.0000,1.0000,0.1765,0.2349,0.2718
F,0.0000,1.0000,0.1969,0.2825,0.2369
F,0.0000,1.0000,0.1995,0.2889,0.2683
F,0.0000,1.0000,0.1637,0.2508,0.2718
F,0.0000,1.0000,0.1893,0.2286,0.2892
F,0.0000,1.0000,0.1739,0.2413,0.2474
F,0.0000,1.0000,0.1407,0.2635,0.2474
F,0.0000,1.0000,0.1893,0.2571,0.2404
F,0.0000,1.0000,0.1688,0.2159,0.2544
F,0.0000,1.0000,0.1841,0.2635,0.3136
F,0.0000,1.0000,0.1816,0.2825,0.2857
F,0.0000,1.0000,0.2046,0.2857,0.2787
F,0.0000,1.0000,0.2148,0.3238,0.2718
F,0.0000,1.0000,0.2225,0.3302,0.2753
F,0.0000,1.0000,0.1841,0.2794,0.2613
F,0.0000,1.0000,0.2046,0.2667,0.3066
F,0.0000,1.0000,0.1662,0.2762,0.2718
F,0.0000,1.0000,0.1841,0.2603,0.2613
F,0.0000,1.0000,0.1841,0.2254,0.2753
F,0.0000,1.0000,0.1841,0.2825,0.2683
F,0.0000,1.0000,0.2251,0.2794,0.3031
F,0.0000,1.0000,0.1714,0.2476,0.2683
F,0.0000,1.0000,0.1407,0.2603,0.2683
F,0.0000,1.0000,0.1739,0.2698,0.2718
F,0.0000,1.0000,0.1867,0.2794,0.2753
F,0.0000,1.0000,0.1535,0.2635,0.2613
F,0.0000,1.0000,0.1432,0.2540,0.2474
F,0.0000,1.0000,0.1688,0.2603,0.2474
F,0.0000,1.0000,0.1944,0.2825,0.2753
F,0.0000,1.0000,0.2046,0.2794,0.2509
F,0.0000,1.0000,0.1739,0.2603,0.2718
F,0.0000,1.0000,0.2072,0.2762,0.3031
F,0.0000,1.0000,0.1739,0.2794,0.2927
F,0.0000,1.0000,0.1893,0.2794,0.2683
F,0.0000,1.0000,0.2174,0.3016,0.2544
F,0.0000,1.0000,0.1995,0.2476,0.2509
F,0.0000,1.0000,0.2148,0.2794,0.2718
F,0.0000,1.0000,0.2046,0.2635,0.2718
F,0.0000,1.0000,0.2174,0.2794,0.2857
F,0.0000,0.9797,0.2225,0.2889,0.3171
F,0.0000,1.0000,0.1918,0.2952,0.3066
F,0.0000,1.0000,0.2430,0.2794,0.3031
F,0.0000,1.0000,0.1995,0.2635,0.2927
F,0.0000,1.0000,0.1790,0.2698,0.2648
F,0.0000,0.9390,0.2072,0.2730,0.2822
F,0.0000,1.0000,0.1841,0.2794,0.2613
F,0.0000,1.0000,0.2174,0.3238,0.2718
F,0.0000,1.0000,0.1841,0.2698,0.2787
F,0.0000,1.0000,0.1739,0.3206,0.3101
F,0.0000,1.0000,0.1637,0.2667,0.2613
F,0.0000,1.0000,0.1560,0.2317,0.2544
F,0.0000,1.0000,0.1279,0.2286,0.1986
F,0.0000,1.0000,0.1355,0.2381,0.2300
F,0.0000,1.0000,0.1535,0.2571,0.2160
F,0.0000,1.0000,0.1407,0.1937,0.2160
F,0.0000,1.0000,0.1407,0.1937,0.2265
F,0.0000,1.0000,0.1304,0.2476,0.1638
F,0.0000,1.0000,0.1535,0.2127,0.1916
F,0.0000,1.0000,0.1304,0.1778,0.2021
F,0.0000,1.0000,0.1407,0.2095,0.2160
F,0.0000,1.0000,0.1790,0.2413,0.2230
F,0.0000,1.0000,0.1458,0.2127,0.2648
F,0.0000,1.0000,0.1841,0.2032,0.2334
F,0.0000,1.0000,0.1739,0.2349,0.1742
F,0.0000,1.0000,0.1407,0.2222,0.2230
F,0.0000,1.0000,0.1458,0.2095,0.2369
F,0.0000,1.0000,0.1407,0.1905,0.2160
F,0.0000,1.0000,0.1483,0.2413,0.2230
F,0.0000,1.0000,0.1330,0.1968,0.2265
F,0.0000,1.0000,0.1407,0.2159,0.2300
F,0.0000,1.0000,0.1432,0.2000,0.2578
F,0.0000,1.0000,0.1637,0.1778,0.1882
F,0.0000,1.0000,0.1790,0.2000,0.2160
F,0.0000,1.0000,0.1586,0.2571,0.2544
F,0.0000,1.0000,0.1637,0.2730,0.2160
F,0.0000,1.0000,0.1407,0.2698,0.2160
F,0.0000,1.0000,0.1688,0.2476,0.2718
F,0.0000,1.0000,0.1458,0.2159,0.2509
F,0.0000,1.0000,0.1586,0.2571,0.2160
F,0.0000,1.0000,0.1586,0.2286,0.2160
F,0.0000,1.0000,0.1432,0.2254,0.2718
F,0.0000,1.0000,0.1407,0.2381,0.2613
F,0.0000,1.0000,0.1253,0.2476,0.2509
F,0.0000,1.0000,0.1407,0.2317,0.2404
F,0.0000,1.0000,0.1432,0.2063,0.2160
F,0.0000,1.0000,0.1253,0.2254,0.2334
F,0.0000,1.0000,0.1074,0.2127,0.2613
F,0.0000,1.0000,0.1279,0.2063,0.2544
F,0.0000,1.0000,0.1202,0.2413,0.2265
F,0.0000,1.0000,0.1228,0.1841,0.2404
F,0.0000,1.0000,0.1407,0.2444,0.2056
F,0.0000,1.0000,0.0972,0.2571,0.2195
F,0.0000,1.0000,0.1023,0.2159,0.2230
F,0.0000,1.0000,0.1151,0.2190,0.2404
F,0.0000,1.0000,0.1100,0.2127,0.1777
F,0.0000,1.0000,0.1355,0.2222,0.2160
F,0.0000,1.0000,0.1176,0.1873,0.2230
F,0.0000,1.0000,0.1253,0.2540,0.2056
F,0.0000,1.0000,0.1407,0.2381,0.2230
F,0.0000,1.0000,0.0972,0.2254,0.2369
F,0.0000,1.0000,0.1253,0.1968,0.1847
F,0.0000,1.0000,0.1049,0.2222,0.2056
F,0.0000,1.0000,0.1074,0.2190,0.2125
F,0.0000,1.0000,0.0972,0.1873,0.1951
I,0.7230,1.0000,0.7954,0.9905,0.0000
I,0.7042,1.0000,0.7980,0.9810,0.0000
I,0.7277,1.0000,0.8184,0.9587,0.0000
I,0.7230,1.0000,0.8005,0.9905,0.0000
I,0.6714,1.0000,0.8056,0.9492,0.0000
I,0.6948,1.0000,0.8338,0.9714,0.0000
I,0.7418,1.0000,0.8133,0.9714,0.0000
I,0.7606,1.0000,0.7954,0.9810,0.0000
I,0.6995,1.0000,0.8210,0.9841,0.0000
I,0.7746,1.0000,0.7980,0.9683,0.0174
I,0.7042,1.0000,0.7954,0.9492,0.0000
I,0.7230,1.0000,0.7954,0.9714,0.0000
I,0.7136,1.0000,0.7954,0.9873,0.0000
I,0.7277,1.0000,0.8005,0.9937,0.0000
I,0.6995,1.0000,0.8056,0.9968,0.0000
I,0.6948,1.0000,0.7801,0.9810,0.0000
I,0.7277,1.0000,0.7980,0.9841,0.0000
I,0.6995,1.0000,0.8005,1.0000,0.0000
I,0.6714,1.0000,0.7954,0.9492,0.0000
I,0.6948,1.0000,0.7903,0.9810,0.0035
I,0.6761,1.0000,0.7954,0.9587,0.0000
I,0.6667,1.0000,0.7749,0.9968,0.0070
I,0.6854,1.0000,0.7621,0.9524,0.0000
I,0.6761,1.0000,0.8312,1.0000,0.0000
I,0.7230,1.0000,0.8031,0.9905,0.0000
I,0.7136,1.0000,0.7954,0.9873,0.0000
I,0.6808,1.0000,0.8210,1.0000,0.0000
I,0.6808,1.0000,0.7954,0.9778,0.0000
I,0.6854,1.0000,0.8031,0.9905,0.0000
I,0.6995,1.0000,0.8235,0.9746,0.0000
I,0.6995,1.0000,0.8031,0.9746,0.0000
I,0.6808,1.0000,0.8005,0.9810,0.0000
I,0.7700,1.0000,0.8107,0.9968,0.0000
I,0.7277,1.0000,0.8031,0.9778,0.0000
I,0.6573,1.0000,0.7954,0.9492,0.0000
I,0.6761,1.0000,0.7954,0.9397,0.0000
I,0.7183,1.0000,0.7928,1.0000,0.0000
I,0.6761,1.0000,0.7903,0.9841,0.0000
I,0.6573,1.0000,0.8286,0.9683,0.0000
I,0.6714,1.0000,0.8363,1.0000,0.0000
I,0.6854,1.0000,0.8338,0.9746,0.0000
I,0.6479,1.0000,0.7954,0.9841,0.0000
I,0.6432,1.0000,0.7852,0.9746,0.0000
I,0.7042,1.0000,0.8031,0.9397,0.0000
I,0.7277,1.0000,0.8235,0.9810,0.0000
I,0.7183,1.0000,0.7980,0.9556,0.0000
I,0.6197,1.0000,0.7954,0.9397,0.0000
I,0.6761,1.0000,0.7621,0.9746,0.0000
I,0.6948,1.0000,0.7570,0.9683,0.0000
I,0.6291,1.0000,0.7954,0.9841,0.0000
I,0.6854,1.0000,0.7673,0.9810,0.0000
I,0.6432,1.0000,0.8082,0.9619,0.0000
I,0.6432,1.0000,0.7954,0.9873,0.0000
I,0.6385,1.0000,0.8031,0.9746,0.0000
I,0.6948,1.0000,0.7647,0.9714,0.0000
I,0.6432,1.0000,0.7826,0.9492,0.0000
I,0.6479,1.0000,0.7673,0.9365,0.0000
I,0.7183,1.0000,0.7903,0.9587,0.0000
I,0.6338,1.0000,0.7391,0.9397,0.0000
I,0.6667,1.0000,0.7954,0.9524,0.0000
I,0.6573,1.0000,0.7980,0.9429,0.0000
I,0.6291,1.0000,0.7980,0.9460,0.0000
I,0.6385,1.0000,0.7698,0.9556,0.0000
I,0.6479,1.0000,0.7980,0.9397,0.0000
I,0.6291,1.0000,0.7954,0.9905,0.0000
I,0.6573,1.0000,0.8261,1.0000,0.0000
I,0.7230,1.0000,0.8107,0.9810,0.0139
I,0.7183,1.0000,0.7954,0.9714,0.0000
I,0.7230,1.0000,0.8107,0.9651,0.0000
I,0.6854,1.0000,0.8133,0.9556,0.0000
I,0.7230,1.0000,0.7954,0.9905,0.0000
I,0.7136,1.0000,0.7647,0.9873,0.0000
I,0.6808,1.0000,0.7954,0.9873,0.0000
I,0.6808,1.0000,0.7903,0.9905,0.0000
I,0.6808,1.0000,0.8082,0.9810,0.0000
I,0.6948,1.0000,0.7877,0.9905,0.0000
I,0.6573,1.0000,0.8286,0.9492,0.0000
I,0.6761,1.0000,0.7647,0.9778,0.0000
I,0.6808,1.0000,0.7954,0.9905,0.0000
I,0.6620,1.0000,0.7954,0.9460,0.0000
I,0.6620,1.0000,0.7980,0.9460,0.0000
I,0.6995,1.0000,0.8107,0.9619,0.0000
I,0.6573,1.0000,0.8031,0.9429,0.0000
I,0.7089,1.0000,0.7826,0.9492,0.0000
I,0.6479,1.0000,0.7954,0.9587,0.0000
I,0.6009,1.0000,0.7903,0.9810,0.0000
I,0.6948,1.0000,0.7954,0.9873,0.0000
I,0.6808,1.0000,0.7954,0.9397,0.0000
I,0.6808,1.0000,0.7775,0.9524,0.0000
I,0.6667,1.0000,0.8133,0.9937,0.0000
I,0.6761,1.0000,0.7877,0.9619,0.0000
I,0.6197,1.0000,0.8031,0.9429,0.0000
I,0.6385,1.0000,0.7775,0.9492,0.0000
I,0.6667,1.0000,0.7928,0.9492,0.0000
I,0.6432,1.0000,0.7826,0.9683,0.0000
I,0.6338,1.0000,0.7954,0.9905,0.0000
I,0.6995,1.0000,0.8159,0.9778,0.0000
I,0.6291,1.0000,0.7903,0.9873,0.0000
I,0.7089,1.0000,0.7954,0.9905,0.0000
I,0.6901,1.0000,0.7775,0.9905,0.0000
I,0.6103,1.0000,0.8005,0.9302,0.0000
I,0.6667,1.0000,0.8184,0.9460,0.0000
I,0.6667,1.0000,0.7775,0.9492,0.0000
I,0.6385,1.0000,0.7801,0.9238,0.0000
I,0.5822,1.0000,0.7621,0.9270,0.0000
I,0.6197,1.0000,0.7801,0.9492,0.0000
I,0.6526,1.0000,0.7519,0.9206,0.0000
I,0.6667,1.0000,0.7928,0.9365,0.0000
I,0.6479,1.0000,0.7877,0.9778,0.0000
I,0.6479,1.0000,0.7954,0.9683,0.0000
I,0.6244,1.0000,0.7954,0.9460,0.0000
I,0.7230,1.0000,0.7903,0.9238,0.0000
I,0.6667,1.0000,0.7928,0.9175,0.0000
I,0.6667,1.0000,0.7954,0.9587,0.0000
I,0.6808,1.0000,0.7954,0.9238,0.0000
I,0.6432,1.0000,0.7903,0.9460,0.0000
I,0.6385,1.0000,0.7928,0.9556,0.0000
I,0.6291,1.0000,0.8005,0.9714,0.0000
I,0.6667,1.0000,0.7980,0.9683,0.0000
I,0.6479,1.0000,0.8133,0.9714,0.0000
I,0.6573,1.0000,0.7928,0.9365,0.0000
I,0.6291,1.0000,0.8184,0.9683,0.0000
I,0.6573,1.0000,0.7928,0.9397,0.0000
I,0.6620,1.0000,0.7928,0.9365,0.0000
I,0.6854,1.0000,0.7621,0.9397,0.0000
I,0.6432,1.0000,0.7775,0.9460,0.0000
I,0.6103,1.0000,0.8005,0.9333,0.0000
I,0.6526,1.0000,0.7903,0.9429,0.0000
I,0.6009,1.0000,0.8005,0.9556,0.0000
I,0.6667,1.0000,0.7928,0.9079,0.0000
I,0.6948,1.0000,0.7621,0.9587,0.0000
I,0.6385,1.0000,0.7954,0.9429,0.0000
I,0.6854,1.0000,0.7826,0.9587,0.0000
I,0.6056,1.0000,0.7954,0.9492,0.0000
I,0.6479,1.0000,0.7928,0.9587,0.0000
I,0.7136,1.0000,0.7801,0.9111,0.0000
I,0.6620,1.0000,0.7928,0.9429,0.0000
I,0.6667,1.0000,0.7724,0.9238,0.0000
I,0.6385,1.0000,0.7954,0.9587,0.0000
I,0.6573,1.0000,0.8107,0.9492,0.0000
I,0.6808,1.0000,0.7980,0.9365,0.0000
I,0.6948,1.0000,0.8133,0.9206,0.0000
I,0.6385,1.0000,0.7877,0.9492,0.0000
I,0.6432,1.0000,0.7621,0.9492,0.0000
I,0.6573,1.0000,0.7954,0.9746,0.0000
I,0.6291,1.0000,0.7826,0.9492,0.0000
I,0.6385,1.0000,0.7954,0.8984,0.0000
I,0.6197,1.0000,0.7954,0.9365,0.0000
I,0.6995,1.0000,0.7519,0.9270,0.0000
I,0.5869,1.0000,0.7928,0.9683,0.0000
I,0.6573,1.0000,0.7775,0.9111,0.1638
I,0.6291,1.0000,0.7570,0.9429,0.1603
I,0.6291,1.0000,0.7928,0.9429,0.1603
I,0.5822,1.0000,0.7468,0.9492,0.1498
I,0.5915,1.0000,0.7775,0.9397,0.1603
I,0.5775,1.0000,0.7852,0.8921,0.1533
I,0.6056,1.0000,0.7826,0.9079,0.1847
I,0.5822,1.0000,0.7570,0.9048,0.1603
I,0.6432,1.0000,0.7289,0.9175,0.1429
I,0.5728,1.0000,0.7724,0.9333,0.1498
I,0.6432,1.0000,0.7980,0.9397,0.0941
I,0.6056,1.0000,0.7519,0.9175,0.1045
I,0.6338,1.0000,0.7570,0.9238,0.1115
I,0.5775,1.0000,0.7570,0.9206,0.1394
I,0.6291,1.0000,0.7621,0.9397,0.1220
I,0.5775,1.0000,0.7263,0.9302,0.1394
I,0.6009,1.0000,0.7801,0.9429,0.1080
I,0.5681,1.0000,0.7519,0.9238,0.1220
I,0.5728,1.0000,0.7877,0.9397,0.1150
I,0.6056,1.0000,0.7954,0.9460,0.1289
I,0.5775,1.0000,0.7775,0.9365,0.1080
I,0.6244,1.0000,0.7519,0.9556,0.0836
I,0.5869,1.0000,0.7417,0.9524,0.0941
I,0.5915,1.0000,0.7596,0.9175,0.1080
I,0.6338,1.0000,0.7366,0.9397,0.1115
I,0.6009,1.0000,0.7468,0.9175,0.0941
I,0.6197,1.0000,0.7596,0.9365,0.0697
I,0.5869,1.0000,0.7775,0.9429,0.1080
I,0.6009,1.0000,0.7315,0.9429,0.0871
I,0.5775,1.0000,0.7417,0.9302,0.0662
I,0.5728,1.0000,0.7954,0.9492,0.0662
I,0.6009,1.0000,0.7775,0.9619,0.0871
I,0.5822,1.0000,0.7826,0.9016,0.0732
I,0.6479,1.0000,0.7417,0.9429,0.1045
I,0.5962,1.0000,0.7468,0.9302,0.0801
I,0.6103,1.0000,0.7673,0.9397,0.1080
I,0.6056,1.0000,0.7366,0.9429,0.1185
