label,ch0_norm,ch1_norm,ch2_norm,ch3_norm,ch4_norm
B,0.8685,0.5163,0.0972,0.1333,0.1045
B,0.8685,0.5203,0.1049,0.1238,0.1080
B,0.8263,0.5325,0.1407,0.1302,0.1150
B,0.8732,0.4959,0.0946,0.1238,0.0801
B,0.8357,0.5244,0.1304,0.1302,0.0627
B,0.8357,0.5203,0.0921,0.1048,0.0871
B,0.8357,0.5366,0.0818,0.1270,0.0976
B,0.8920,0.4715,0.0818,0.1175,0.0801
B,0.8779,0.4919,0.0716,0.1333,0.1045
B,0.8779,0.5285,0.0818,0.1429,0.1010
B,0.8638,0.4715,0.1023,0.1111,0.0941
B,0.8779,0.5122,0.0716,0.1175,0.0871
B,0.8498,0.5000,0.1176,0.1175,0.0836
B,0.8732,0.5163,0.0895,0.1270,0.0941
B,0.8451,0.4715,0.0844,0.1111,0.0941
B,0.8685,0.5041,0.0614,0.1460,0.0871
B,0.8779,0.5244,0.0716,0.1175,0.0836
B,0.8779,0.4959,0.0921,0.1556,0.0697
B,0.8826,0.4797,0.0639,0.1238,0.0906
B,0.8732,0.5163,0.0844,0.1333,0.0662
B,0.8545,0.5000,0.0921,0.1365,0.0836
B,0.8638,0.5122,0.0767,0.1429,0.0662
B,0.8498,0.5447,0.0895,0.1048,0.0732
B,0.8779,0.4837,0.0716,0.1238,0.0871
B,0.8685,0.5122,0.1074,0.1175,0.0697
B,0.8592,0.4715,0.1023,0.1175,0.0801
B,0.8732,0.4959,0.0844,0.1238,0.0906
B,0.8732,0.4878,0.0972,0.1365,0.0697
B,0.8263,0.4959,0.1023,0.1270,0.0871
B,0.8357,0.5244,0.0639,0.1365,0.0941
B,0.8498,0.4797,0.0767,0.1556,0.0627
B,0.8498,0.5122,0.0818,0.1429,0.0662
B,0.8169,0.5163,0.0793,0.1492,0.1010
B,0.7981,0.4959,0.0997,0.1778,0.0941
B,0.8592,0.5000,0.0997,0.2000,0.0941
B,0.8592,0.5244,0.1049,0.1810,0.1010
B,0.8310,0.5244,0.1330,0.1651,0.1254
B,0.8310,0.5244,0.1407,0.1873,0.1254
B,0.8732,0.4675,0.1228,0.1810,0.1220
B,0.8263,0.5041,0.1125,0.1746,0.1359
B,0.8545,0.5244,0.1125,0.1746,0.1394
B,0.8498,0.4878,0.1407,0.1619,0.1568
B,0.8685,0.5041,0.1253,0.1746,0.1150
B,0.8498,0.5325,0.1407,0.1556,0.1254
B,0.8451,0.5163,0.1176,0.1460,0.1220
B,0.8638,0.5163,0.1432,0.1302,0.1045
B,0.8216,0.5163,0.1304,0.1270,0.1010
B,0.8357,0.4959,0.1228,0.1238,0.1254
B,0.8451,0.4715,0.1049,0.1270,0.1220
B,0.8732,0.4837,0.0844,0.1270,0.1185
B,0.8451,0.5203,0.0972,0.1302,0.1289
B,0.8451,0.4878,0.0972,0.1206,0.0976
B,0.8169,0.5244,0.0997,0.1270,0.1080
B,0.8638,0.5244,0.0691,0.1270,0.1045
B,0.8216,0.5041,0.0895,0.1397,0.0976
B,0.8638,0.4959,0.1074,0.1333,0.0976
B,0.8263,0.5488,0.0972,0.1270,0.1010
B,0.8122,0.4837,0.0921,0.1302,0.0662
B,0.8685,0.4959,0.0818,0.1238,0.0662
B,0.8732,0.4797,0.0870,0.1079,0.0801
B,0.8451,0.5122,0.0997,0.1270,0.0871
B,0.8451,0.5203,0.0767,0.1206,0.0871
B,0.8310,0.4959,0.0818,0.1206,0.0662
B,0.8263,0.5407,0.0818,0.1111,0.0941
B,0.8216,0.5122,0.1125,0.1238,0.0906
B,0.8451,0.4837,0.0870,0.1079,0.0906
B,0.8075,0.5081,0.0921,0.1111,0.0941
B,0.8169,0.5244,0.1355,0.0921,0.0941
B,0.8263,0.5163,0.1074,0.1270,0.0801
B,0.7981,0.4878,0.1074,0.1079,0.0557
B,0.8169,0.5244,0.1176,0.1048,0.0836
B,0.8310,0.5244,0.1023,0.1206,0.0697
B,0.8122,0.5163,0.1228,0.1460,0.0836
B,0.8498,0.4878,0.0818,0.1556,0.0801
B,0.8075,0.4675,0.0921,0.1365,0.0871
B,0.8263,0.4593,0.0844,0.1524,0.0697
B,0.8404,0.4715,0.0639,0.1333,0.0906
B,0.8263,0.4675,0.0972,0.1238,0.0941
B,0.8310,0.4593,0.0665,0.1079,0.0941
B,0.8028,0.4634,0.0946,0.1333,0.0732
B,0.8169,0.4837,0.0844,0.1175,0.0836
B,0.8310,0.4837,0.0870,0.1175,0.0836
B,0.8122,0.4837,0.0793,0.1270,0.0732
B,0.8263,0.4837,0.0742,0.1079,0.0697
B,0.8028,0.4715,0.0665,0.1270,0.0557
B,0.8122,0.4634,0.0818,0.1048,0.0732
B,0.7981,0.4959,0.0818,0.1270,0.0801
B,0.7934,0.4715,0.0895,0.1175,0.0836
B,0.8357,0.4756,0.0844,0.1206,0.0871
B,0.8216,0.4593,0.0946,0.1206,0.0732
B,0.8122,0.4959,0.0972,0.1206,0.0801
B,0.8169,0.4675,0.0921,0.1270,0.0871
B,0.8310,0.8415,0.1688,0.2603,0.1429
B,0.8451,0.8211,0.1816,0.2667,0.1533
B,0.8122,0.8374,0.1560,0.2571,0.1568
B,0.8169,0.8455,0.1407,0.2222,0.1498
B,0.8122,0.8252,0.1816,0.2349,0.1603
B,0.8310,0.8333,0.1637,0.2476,0.1603
B,0.8028,0.7967,0.1432,0.2317,0.1603
B,0.8216,0.8293,0.1560,0.2063,0.1603
B,0.8216,0.8293,0.1509,0.2286,0.1533
B,0.8028,0.8211,0.1535,0.2254,0.1568
B,0.7934,0.8415,0.1586,0.2095,0.1359
B,0.8075,0.8374,0.1509,0.2222,0.1463
B,0.8075,0.8293,0.1432,0.2413,0.1603
B,0.8122,0.8455,0.1535,0.2190,0.1254
B,0.8357,0.8415,0.1560,0.2317,0.1568
B,0.8028,0.8252,0.1714,0.2127,0.1603
B,0.8169,0.7846,0.1509,0.2254,0.1603
B,0.8263,0.8293,0.1662,0.2095,0.1568
B,0.8028,0.8252,0.1560,0.2095,0.1603
B,0.8263,0.8374,0.1535,0.2127,0.1638
B,0.8451,0.8089,0.1458,0.2159,0.1463
B,0.8028,0.7846,0.1432,0.2063,0.1394
B,0.8122,0.7967,0.1586,0.1968,0.1394
B,0.8263,0.7967,0.1483,0.2063,0.1429
B,0.8028,0.7927,0.1407,0.1873,0.1429
B,0.7887,0.8374,0.1458,0.2000,0.1498
B,0.7981,0.7927,0.1407,0.1937,0.1498
B,0.8310,0.8211,0.1407,0.2222,0.1045
B,0.8075,0.8252,0.1407,0.2063,0.1498
B,0.8169,0.7927,0.1253,0.1968,0.1359
B,0.8169,0.8293,0.1355,0.2095,0.1220
B,0.8310,0.8049,0.1407,0.1778,0.1394
B,0.7934,0.8252,0.1355,0.1841,0.1185
B,0.8122,0.8130,0.1304,0.2000,0.1254
B,0.8263,0.8089,0.1253,0.1937,0.1185
B,0.7981,0.8374,0.1176,0.1778,0.1359
B,0.7793,0.7927,0.1355,0.1810,0.1185
B,0.8028,0.8252,0.1279,0.1841,0.1359
B,0.8028,0.8211,0.1432,0.1778,0.1359
B,0.8263,0.8496,0.1407,0.1968,0.1080
B,0.7934,0.8374,0.1125,0.1810,0.1080
B,0.8028,0.8374,0.1381,0.1937,0.1150
B,0.8122,0.8333,0.1228,0.1873,0.1010
B,0.8075,0.7927,0.1253,0.2063,0.1080
B,0.8075,0.8496,0.1228,0.1778,0.1220
B,0.7981,0.8252,0.1202,0.1778,0.1185
B,0.8028,0.8252,0.1458,0.1778,0.1045
B,0.8216,0.8211,0.1151,0.1873,0.1185
B,0.7934,0.8049,0.1253,0.1778,0.1080
B,0.7934,0.8415,0.1100,0.1873,0.1185
B,0.7793,0.8333,0.1074,0.1968,0.1010
B,0.8028,0.8496,0.1049,0.1778,0.1010
B,0.8028,0.8374,0.1279,0.1778,0.1080
B,0.7981,0.8374,0.1407,0.1778,0.1185
B,0.7887,0.8455,0.0972,0.1841,0.1045
B,0.7793,0.8455,0.1355,0.1778,0.1150
B,0.8028,0.8374,0.1125,0.1968,0.1080
B,0.8263,0.8293,0.1330,0.1937,0.1289
B,0.8028,0.8415,0.1228,0.1905,0.1359
B,0.8075,0.8252,0.1253,0.2000,0.1080
B,0.8075,0.8211,0.1253,0.1937,0.1150
B,0.7981,0.8374,0.1279,0.1810,0.1150
B,0.8028,0.8089,0.1151,0.1937,0.1220
B,0.8169,0.8455,0.1279,0.1968,0.1150
B,0.8263,0.8293,0.1074,0.1841,0.1150
B,0.7700,0.8049,0.1151,0.1778,0.1150
B,0.7887,0.7967,0.1304,0.1937,0.1045
B,0.8028,0.8049,0.1151,0.1810,0.1220
B,0.8263,0.8293,0.1100,0.1778,0.1115
B,0.8028,0.7927,0.1253,0.1810,0.1115
B,0.7981,0.8252,0.1228,0.1778,0.1220
B,0.8075,0.8374,0.1279,0.1778,0.1359
B,0.8122,0.8415,0.1151,0.1937,0.1220
B,0.8122,0.8293,0.1381,0.1778,0.1254
B,0.7746,0.8293,0.1049,0.1810,0.1080
B,0.7887,0.8089,0.1074,0.1873,0.1289
B,0.7981,0.8211,0.1125,0.1810,0.1150
B,0.8028,0.8130,0.1228,0.1937,0.1394
B,0.8028,0.8252,0.1355,0.1778,0.1289
B,0.8122,0.8496,0.1151,0.1778,0.1359
B,0.8263,0.8333,0.1049,0.1968,0.1289
B,0.8263,0.8293,0.1125,0.1937,0.1498
B,0.7887,0.8415,0.1228,0.1778,0.1498
B,0.8028,0.8577,0.1304,0.2000,0.1394
B,0.7934,0.8984,0.1407,0.1968,0.1498
B,0.8075,0.8862,0.1407,0.2317,0.1603
B,0.8028,0.8577,0.1483,0.2254,0.1568
B,0.8028,0.8780,0.1407,0.2127,0.1429
B,0.7793,0.9106,0.1355,0.1937,0.1394
B,0.8122,0.8780,0.1432,0.2095,0.1498
B,0.7934,0.8740,0.1279,0.2190,0.1568
B,0.7887,0.8659,0.1176,0.1873,0.1533
B,0.7934,0.8902,0.1330,0.2095,0.1568
B,0.8028,0.8496,0.1304,0.2000,0.1289
B,0.8028,0.8496,0.1355,0.1968,0.1603
B,0.7934,0.8537,0.1176,0.2159,0.1533
B,0.8357,0.8496,0.1279,0.2127,0.1603
B,0.8075,0.8780,0.1330,0.2000,0.1498
B,0.7981,0.8496,0.1381,0.2286,0.1533
B,0.8075,0.8374,0.1253,0.2159,0.1533
B,0.7840,0.8293,0.1253,0.1905,0.1463
B,0.8075,0.7195,0.1279,0.2127,0.1603
B,0.7981,0.5244,0.1407,0.1937,0.1533
B,0.7934,0.5244,0.1407,0.1937,0.1359
B,0.8310,0.4878,0.1355,0.2127,0.1603
B,0.8263,0.5081,0.1407,0.1873,0.1568
B,0.8122,0.5081,0.1125,0.2063,0.1359
B,0.7887,0.5203,0.1074,0.2127,0.1568
B,0.8028,0.5244,0.1330,0.1968,0.1498
B,0.8451,0.5203,0.1228,0.1873,0.1498
B,0.8263,0.5081,0.1330,0.2286,0.1568
B,0.8122,0.4837,0.1407,0.1968,0.1394
B,0.8075,0.5041,0.1407,0.2190,0.1394
B,0.8122,0.5041,0.1151,0.1905,0.1498
B,0.7981,0.5041,0.1176,0.2127,0.1394
B,0.7887,0.5122,0.1125,0.2063,0.1498
B,0.8028,0.5285,0.1330,0.2254,0.1568
B,0.8263,0.5000,0.1176,0.2127,0.1429
B,0.8028,0.5041,0.1330,0.2095,0.1568
B,0.8169,0.5285,0.1381,0.2000,0.1603
B,0.7981,0.5203,0.1330,0.2127,0.1672
B,0.8028,0.5041,0.1074,0.2095,0.1568
B,0.8028,0.5203,0.1074,0.1905,0.1672
B,0.7887,0.5203,0.1407,0.2063,0.1707
B,0.7981,0.5244,0.1049,0.2095,0.1603
B,0.8028,0.5163,0.1176,0.1810,0.1603
B,0.7793,0.5244,0.1228,0.2000,0.1603
B,0.7840,0.5122,0.1407,0.2159,0.1603
B,0.8028,0.5203,0.1381,0.1937,0.1603
B,0.7934,0.5244,0.1228,0.1841,0.1568
B,0.7981,0.5041,0.1330,0.2063,0.1533
B,0.7559,0.5244,0.1330,0.1873,0.1568
B,0.7559,0.4797,0.1355,0.1841,0.1533
B,0.8075,0.5041,0.1279,0.1937,0.1463
B,0.8028,0.5244,0.1176,0.1873,0.1498
B,0.7981,0.4959,0.1228,0.2000,0.1568
B,0.8122,0.5325,0.1074,0.1810,0.1603
B,0.8169,0.5163,0.1330,0.1841,0.1394
B,0.8075,0.5122,0.1023,0.1778,0.1603
B,0.8028,0.5244,0.1279,0.1873,0.1533
B,0.7840,0.5366,0.1151,0.1968,0.1429
B,0.7934,0.5041,0.0921,0.1778,0.1603
B,0.7793,0.5407,0.1228,0.1651,0.1498
B,0.8169,0.5244,0.1125,0.1778,0.1533
B,0.7981,0.5244,0.1253,0.1810,0.1463
B,0.7746,0.5203,0.1100,0.1841,0.1429
B,0.8028,0.5325,0.1228,0.1873,0.1638
B,0.7793,0.5122,0.1023,0.1778,0.1254
B,0.8169,0.5122,0.0921,0.1746,0.1498
B,0.8028,0.5163,0.1176,0.1746,0.1498
B,0.7512,1.0000,0.0460,0.0000,0.0000
B,0.7277,1.0000,0.0000,0.0000,0.0174
B,0.6432,1.0000,0.0000,0.0000,0.0035
B,0.7136,1.0000,0.0256,0.0000,0.0000
B,0.7042,1.0000,0.0153,0.0000,0.0000
B,0.7277,1.0000,0.0026,0.0000,0.0000
B,0.6432,1.0000,0.0000,0.0000,0.0000
B,0.6385,1.0000,0.0102,0.0000,0.0000
B,0.7277,1.0000,0.0153,0.0000,0.0139
B,0.6573,1.0000,0.0537,0.0000,0.0035
B,0.7277,1.0000,0.0205,0.0000,0.0070
B,0.7324,1.0000,0.0000,0.0000,0.0000
B,0.6995,1.0000,0.0000,0.0000,0.0000
B,0.6995,1.0000,0.0000,0.0000,0.0000
B,0.7465,1.0000,0.0000,0.0000,0.0139
B,0.6995,1.0000,0.0230,0.0000,0.0000
B,0.7324,1.0000,0.0077,0.0000,0.0000
B,0.7042,1.0000,0.0179,0.0000,0.0000
B,0.6385,1.0000,0.0256,0.0000,0.0000
B,0.6667,1.0000,0.0230,0.0000,0.0000
B,0.6103,1.0000,0.0000,0.0000,0.0000
B,0.6714,1.0000,0.0000,0.0000,0.0000
B,0.7418,1.0000,0.0000,0.0000,0.0000
B,0.6714,1.0000,0.0000,0.0000,0.0000
B,0.6948,1.0000,0.0000,0.0000,0.0000
B,0.7042,1.0000,0.0205,0.0000,0.0279
B,0.7277,1.0000,0.0000,0.0000,0.0000
B,0.6667,1.0000,0.0102,0.0000,0.0000
B,0.6197,1.0000,0.0000,0.0000,0.0000
B,0.6948,1.0000,0.0128,0.0000,0.0000
B,0.6620,1.0000,0.0000,0.0000,0.0139
B,0.7183,1.0000,0.0077,0.0000,0.0000
B,0.7418,1.0000,0.0000,0.0000,0.0000
B,0.6714,1.0000,0.0256,0.0000,0.0000
B,0.7042,1.0000,0.0512,0.0000,0.0000
B,0.6573,1.0000,0.0000,0.0000,0.0000
B,0.7136,1.0000,0.0000,0.0000,0.0000
B,0.7042,1.0000,0.0000,0.0000,0.0279
B,0.7089,1.0000,0.0000,0.0000,0.0000
B,0.6714,1.0000,0.0000,0.0000,0.0000
B,0.7277,1.0000,0.0000,0.0000,0.0000
B,0.6526,1.0000,0.0102,0.0000,0.0000
B,0.6526,1.0000,0.0000,0.0000,0.0000
B,0.6573,1.0000,0.0000,0.0000,0.0000
B,0.6667,1.0000,0.0000,0.0000,0.0000
B,0.7277,1.0000,0.0000,0.0000,0.0000
B,0.5915,1.0000,0.0051,0.0000,0.0000
B,0.6432,1.0000,0.0000,0.0000,0.0000
B,0.7324,1.0000,0.0000,0.0000,0.0000
B,0.7277,1.0000,0.0000,0.0000,0.0000
B,0.7230,1.0000,0.0000,0.0000,0.0000
B,0.6854,1.0000,0.0051,0.0000,0.0000
B,0.6573,1.0000,0.0000,0.0000,0.0000
B,0.6620,1.0000,0.0000,0.0000,0.0000
B,0.6761,1.0000,0.0000,0.0000,0.0000
B,0.6479,1.0000,0.0000,0.0000,0.0000
B,0.6808,1.0000,0.0026,0.0000,0.0000
B,0.7324,1.0000,0.0153,0.0000,0.0000
B,0.6526,1.0000,0.0000,0.0000,0.0000
B,0.7042,1.0000,0.0000,0.0000,0.0000
B,0.7277,1.0000,0.0128,0.0000,0.0000
B,0.7136,1.0000,0.0153,0.0000,0.0000
B,0.7042,1.0000,0.0051,0.0000,0.0000
B,0.6385,1.0000,0.0000,0.0000,0.0000
B,0.7042,1.0000,0.0000,0.0000,0.0000
B,0.6620,1.0000,0.0000,0.0000,0.0000
B,0.6620,1.0000,0.0000,0.0000,0.0000
B,0.6479,1.0000,0.0000,0.0000,0.0000
B,0.7042,1.0000,0.0000,0.0000,0.0000
B,0.6244,1.0000,0.0051,0.0000,0.0000
B,0.7089,1.0000,0.0000,0.0000,0.0000
B,0.6948,1.0000,0.0000,0.0000,0.0000
B,0.6009,1.0000,0.0026,0.0000,0.0000
B,0.6385,1.0000,0.0000,0.0000,0.0000
B,0.6526,1.0000,0.0000,0.0000,0.0000
B,0.7277,1.0000,0.0000,0.0000,0.0000
B,0.6432,1.0000,0.0000,0.0000,0.0000
B,0.6948,1.0000,0.0000,0.0000,0.0000
B,0.7371,1.0000,0.0000,0.0000,0.0000
B,0.6479,1.0000,0.0000,0.0000,0.0000
B,0.6714,1.0000,0.0000,0.0000,0.0000
B,0.7793,1.0000,0.0051,0.0000,0.0000
B,0.6573,1.0000,0.0000,0.0000,0.0000
B,0.6385,1.0000,0.0000,0.0000,0.0000
B,0.6620,1.0000,0.0000,0.0000,0.0000
B,0.6808,1.0000,0.0000,0.0000,0.0000
B,0.6573,1.0000,0.0026,0.0000,0.0000
B,0.7230,1.0000,0.0000,0.0000,0.0000
B,0.6808,1.0000,0.0000,0.0000,0.0000
B,0.6479,1.0000,0.0000,0.0000,0.0000
B,0.6573,1.0000,0.0153,0.0000,0.0000
B,0.6620,1.0000,0.0000,0.0000,0.0000
B,0.6948,1.0000,0.0000,0.0000,0.0000
B,0.7183,1.0000,0.0000,0.0000,0.0000
B,0.6291,1.0000,0.0000,0.0000,0.0000
B,0.6761,1.0000,0.0000,0.0000,0.0000
B,0.6620,1.0000,0.0000,0.0000,0.0000
B,0.6056,1.0000,0.0000,0.0000,0.0000
B,0.6620,1.0000,0.0205,0.0000,0.0000
B,0.6948,1.0000,0.0000,0.0000,0.0000
B,0.6479,1.0000,0.0000,0.0000,0.0000
B,0.6479,1.0000,0.0000,0.0000,0.0000
B,0.7277,1.0000,0.0000,0.0000,0.0000
B,0.6620,1.0000,0.0000,0.0000,0.0000
B,0.6761,1.0000,0.0000,0.0000,0.0000
B,0.6573,1.0000,0.0000,0.0000,0.0000
B,0.7230,1.0000,0.0000,0.0000,0.0000
B,0.6620,1.0000,0.0000,0.0000,0.0000
B,0.7277,1.0000,0.0000,0.0000,0.0000
B,0.6620,1.0000,0.0000,0.0000,0.0000
B,0.6573,1.0000,0.0000,0.0000,0.0000
B,0.6667,1.0000,0.0000,0.0000,0.0000
B,0.7042,1.0000,0.0128,0.0000,0.0000
B,0.7136,1.0000,0.0000,0.0000,0.0000
B,0.7277,1.0000,0.0051,0.0000,0.0000
B,0.6479,1.0000,0.0000,0.0000,0.0000
B,0.6479,1.0000,0.0000,0.0000,0.0000
B,0.6197,1.0000,0.0000,0.0000,0.0000
B,0.6667,1.0000,0.0358,0.0000,0.0000
B,0.6573,1.0000,0.0000,0.0000,0.0000
B,0.6620,1.0000,0.0000,0.0000,0.0000
B,0.6761,1.0000,0.0000,0.0000,0.0000
B,0.6009,1.0000,0.0000,0.0000,0.0000
B,0.6103,1.0000,0.0051,0.0000,0.0000
B,0.7183,1.0000,0.0000,0.0000,0.0000
B,0.7089,1.0000,0.0000,0.0000,0.0000
B,0.6808,1.0000,0.0000,0.0000,0.0000
B,0.6714,1.0000,0.0000,0.0000,0.0000
B,0.6432,1.0000,0.0102,0.0000,0.0000
B,0.7230,1.0000,0.0000,0.0000,0.0000
B,0.6479,1.0000,0.0000,0.0000,0.0000
B,0.6479,1.0000,0.0000,0.0000,0.0000
B,0.6573,1.0000,0.0000,0.0000,0.0000
B,0.5775,1.0000,0.0000,0.0000,0.0000
B,0.6385,1.0000,0.0000,0.0000,0.0000
B,0.6808,1.0000,0.0000,0.0000,0.0000
B,0.5915,1.0000,0.0000,0.0000,0.0000
B,0.6385,1.0000,0.0000,0.0000,0.0000
B,0.6573,1.0000,0.0000,0.0000,0.0000
B,0.6620,1.0000,0.0000,0.0000,0.0000
B,0.8028,1.0000,0.0128,0.0000,0.0000
B,0.6432,1.0000,0.0000,0.0000,0.0000
B,0.7136,1.0000,0.0000,0.0000,0.0000
B,0.6479,1.0000,0.0153,0.0000,0.0000
B,0.7183,1.0000,0.0000,0.0000,0.0000
B,0.6714,1.0000,0.0000,0.0000,0.0000
B,0.6761,1.0000,0.0000,0.0000,0.0000
B,0.7277,1.0000,0.0000,0.0000,0.0000
B,0.7371,1.0000,0.0051,0.0000,0.0000
B,0.7277,1.0000,0.0000,0.0000,0.0000
B,0.7934,1.0000,0.0000,0.0000,0.0000
B,0.7746,1.0000,0.0000,0.0000,0.0279
B,0.8779,1.0000,0.0205,0.0000,0.0000
B,0.7512,1.0000,0.0000,0.0000,0.0000
B,0.7371,1.0000,0.0000,0.0000,0.0000
B,0.7512,1.0000,0.0000,0.0000,0.0453
B,0.8310,1.0000,0.0000,0.0000,0.0000
B,0.8028,1.0000,0.0000,0.0000,0.0035
B,0.8075,1.0000,0.0000,0.0000,0.0139
B,0.7840,1.0000,0.0000,0.0000,0.0383
B,0.8028,0.9756,0.0000,0.0000,0.0244
B,0.8451,1.0000,0.0000,0.0000,0.0000
B,0.7418,1.0000,0.0000,0.0000,0.0000
B,0.8028,1.0000,0.0000,0.0000,0.0000
B,0.7793,1.0000,0.0000,0.0000,0.0488
B,0.7793,1.0000,0.0000,0.0000,0.0488
B,0.7746,1.0000,0.0000,0.0000,0.0523
B,0.7840,1.0000,0.0026,0.0000,0.0000
B,0.7606,1.0000,0.0000,0.0000,0.0488
B,0.7981,1.0000,0.0000,0.0000,0.0000
B,0.7793,1.0000,0.0000,0.0000,0.0000
B,0.7981,1.0000,0.0205,0.0000,0.0000
B,0.7981,1.0000,0.0000,0.0000,0.0453
B,0.8357,1.0000,0.0000,0.0000,0.0000
B,0.8357,1.0000,0.0000,0.0000,0.0035
B,0.8357,1.0000,0.0000,0.0000,0.0139
B,0.7981,1.0000,0.0000,0.0000,0.0279
B,0.7606,1.0000,0.0000,0.0000,0.0035
B,0.7934,1.0000,0.0000,0.0000,0.0627
B,0.8028,1.0000,0.0000,0.0000,0.0000
B,0.8310,1.0000,0.0000,0.0000,0.0174
B,0.7700,1.0000,0.0000,0.0000,0.0453
B,0.7793,1.0000,0.0000,0.0000,0.0418
B,0.7746,0.9065,0.0000,0.0000,0.0314
B,0.7653,0.9675,0.0332,0.0000,0.0592
B,0.8592,0.9797,0.0000,0.0000,0.0000
B,0.8310,0.9919,0.0000,0.0000,0.0244
B,0.6479,1.0000,0.0000,0.0000,0.0453
B,0.8028,0.9187,0.0000,0.0000,0.0105
B,0.7277,0.9634,0.0026,0.0000,0.0000
B,0.7183,0.9715,0.0000,0.0000,0.0035
B,0.8028,0.9919,0.0000,0.0000,0.0105
B,0.7277,1.0000,0.0000,0.0000,0.0488
B,0.8263,0.9512,0.0026,0.0000,0.0000
B,0.7512,0.9797,0.0000,0.0000,0.0000
B,0.7981,1.0000,0.0000,0.0000,0.0279
B,0.7136,0.9512,0.0000,0.0000,0.0105
B,0.7136,0.9675,0.0000,0.0000,0.0314
B,0.8545,0.9431,0.0000,0.0000,0.0488
B,0.6854,0.9797,0.0000,0.0000,0.0383
B,0.7512,0.9431,0.0000,0.0000,0.0488
B,0.7746,0.9350,0.0000,0.0000,0.0000
B,0.7042,0.9797,0.0000,0.0000,0.0035
B,0.7840,0.8862,0.0000,0.0000,0.0105
B,0.7418,0.9797,0.0000,0.0000,0.0000
B,0.7606,0.9228,0.0000,0.0000,0.0418
B,0.6761,0.9065,0.0000,0.0000,0.0035
B,0.7512,0.9553,0.0000,0.0000,0.0174
B,0.7887,0.8537,0.0000,0.0000,0.0070
B,0.7277,0.9675,0.0000,0.0000,0.0000
B,0.7277,0.9106,0.0000,0.0000,0.0000
B,0.8122,0.9878,0.0000,0.0000,0.0000
B,0.7559,0.9350,0.0000,0.0000,0.0279
B,0.7793,0.9837,0.0000,0.0000,0.0000
B,0.7277,1.0000,0.0000,0.0000,0.0279
B,0.7277,1.0000,0.0051,0.0000,0.0000
B,0.6808,0.9797,0.0000,0.0000,0.0244
B,0.7324,0.9593,0.0000,0.0000,0.0453
B,0.7840,0.9593,0.0000,0.0000,0.0000
B,0.7324,0.9797,0.0000,0.0000,0.0000
B,0.7840,0.9919,0.0000,0.0000,0.0105
B,0.7277,0.9675,0.0000,0.0000,0.0488
B,0.7934,0.9390,0.0000,0.0000,0.0000
B,0.7606,0.9350,0.0000,0.0000,0.0244
B,0.7793,0.8943,0.0000,0.0000,0.0000
B,0.7230,0.9837,0.0000,0.0000,0.0488
B,0.8310,0.9878,0.0000,0.0000,0.0000
B,0.6948,0.9797,0.0000,0.0000,0.0000
B,0.7512,0.8984,0.0000,0.0000,0.0697
B,0.6761,0.9350,0.0000,0.0000,0.0383
B,0.7277,0.9797,0.0000,0.0000,0.0139
B,0.6854,0.9431,0.0000,0.0000,0.0000
B,0.6761,0.9715,0.0000,0.0000,0.0000
B,0.6854,0.9675,0.0000,0.0000,0.0000
B,0.7183,0.9512,0.0000,0.0000,0.0000
B,0.7277,0.9797,0.0000,0.0000,0.0035
B,0.7887,0.9431,0.0000,0.0000,0.0000
B,0.6761,0.9553,0.0000,0.0000,0.0000
B,0.7371,0.9431,0.0000,0.0000,0.0000
B,0.6808,0.9431,0.0000,0.0000,0.0105
B,0.7512,0.9878,0.0000,0.0000,0.0000
B,0.7277,0.9797,0.0000,0.0000,0.0314
B,0.7371,0.9797,0.0000,0.0000,0.0244
B,0.6948,0.9797,0.0000,0.0000,0.0000
B,0.6667,0.9756,0.0000,0.0000,0.0105
B,0.7230,0.9715,0.0000,0.0000,0.0105
B,0.7324,0.9268,0.0000,0.0000,0.0000
B,0.7136,0.8984,0.0000,0.0000,0.0453
B,0.7277,0.9024,0.0000,0.0000,0.0000
B,0.7934,0.9715,0.0000,0.0000,0.0000
B,0.7136,0.9593,0.0000,0.0000,0.0000
B,0.8028,0.9593,0.0000,0.0000,0.0105
B,0.6761,0.9593,0.0000,0.0000,0.0000
B,0.7371,0.9919,0.0000,0.0000,0.0105
B,0.7934,0.9431,0.0000,0.0000,0.0000
B,0.7418,0.9390,0.0000,0.0000,0.0244
B,0.8169,0.9756,0.0000,0.0000,0.0314
B,0.8028,0.9715,0.0000,0.0000,0.0000
B,0.7371,0.9512,0.0000,0.0000,0.0000
B,0.7324,0.9675,0.0000,0.0000,0.0035
B,0.7559,0.9675,0.0000,0.0000,0.0209
B,0.7277,0.8740,0.0000,0.0000,0.0279
B,0.7793,0.9350,0.0077,0.0000,0.0000
B,0.6667,0.9268,0.0000,0.0000,0.0000
B,0.7183,0.9797,0.0179,0.0000,0.0000
B,0.7746,0.9350,0.0000,0.0000,0.0000
B,0.6808,0.9756,0.0000,0.0000,0.0000
B,0.7700,0.9675,0.0000,0.0000,0.0000
B,0.7136,0.9715,0.0026,0.0000,0.0244
B,0.6948,0.9390,0.0000,0.0000,0.0000
B,0.7418,0.9675,0.0000,0.0000,0.0244
B,0.7418,0.9797,0.0000,0.0000,0.0000
B,0.7371,0.9634,0.0000,0.0000,0.0035
B,0.7277,0.8699,0.0000,0.0000,0.0105
B,0.7324,0.9228,0.0000,0.0000,0.0174
